

 CPU Scheduling Algorithims Using Threads! 



First Come First Server Scheduling Algorithm

Process 	 Burst Time 	 Waiting Time 	 Turnaround Time

Process [1] 	 3.00 		 0.00 		 3.00
Process [2] 	 33.00 		 3.00 		 36.00
Process [3] 	 74.00 		 36.00 		 110.00
Process [4] 	 8.00 		 110.00 		 118.00
Process [5] 	 65.00 		 118.00 		 183.00
Process [6] 	 62.00 		 183.00 		 245.00
Process [7] 	 30.00 		 245.00 		 275.00
Process [8] 	 39.00 		 275.00 		 314.00
Process [9] 	 80.00 		 314.00 		 394.00
Process [10] 	 94.00 		 394.00 		 488.00
Process [11] 	 78.00 		 488.00 		 566.00
Process [12] 	 40.00 		 566.00 		 606.00
Process [13] 	 47.00 		 606.00 		 653.00
Process [14] 	 85.00 		 653.00 		 738.00
Process [15] 	 25.00 		 738.00 		 763.00
Process [16] 	 94.00 		 763.00 		 857.00
Process [17] 	 16.00 		 857.00 		 873.00
Process [18] 	 54.00 		 873.00 		 927.00
Process [19] 	 5.00 		 927.00 		 932.00
Process [20] 	 29.00 		 932.00 		 961.00
Process [21] 	 10.00 		 961.00 		 971.00
Process [22] 	 76.00 		 971.00 		 1047.00
Process [23] 	 88.00 		 1047.00 		 1135.00
Process [24] 	 45.00 		 1135.00 		 1180.00
Process [25] 	 73.00 		 1180.00 		 1253.00
Process [26] 	 67.00 		 1253.00 		 1320.00
Process [27] 	 24.00 		 1320.00 		 1344.00
Process [28] 	 4.00 		 1344.00 		 1348.00
Process [29] 	 92.00 		 1348.00 		 1440.00
Process [30] 	 15.00 		 1440.00 		 1455.00
Process [31] 	 91.00 		 1455.00 		 1546.00
Process [32] 	 69.00 		 1546.00 		 1615.00
Process [33] 	 92.00 		 1615.00 		 1707.00
Process [34] 	 39.00 		 1707.00 		 1746.00
Process [35] 	 95.00 		 1746.00 		 1841.00
Process [36] 	 60.00 		 1841.00 		 1901.00
Process [37] 	 19.00 		 1901.00 		 1920.00
Process [38] 	 69.00 		 1920.00 		 1989.00
Process [39] 	 57.00 		 1989.00 		 2046.00
Process [40] 	 57.00 		 2046.00 		 2103.00
Process [41] 	 78.00 		 2103.00 		 2181.00
Process [42] 	 48.00 		 2181.00 		 2229.00
Process [43] 	 76.00 		 2229.00 		 2305.00
Process [44] 	 7.00 		 2305.00 		 2312.00
Process [45] 	 10.00 		 2312.00 		 2322.00
Process [46] 	 95.00 		 2322.00 		 2417.00
Process [47] 	 80.00 		 2417.00 		 2497.00
Process [48] 	 90.00 		 2497.00 		 2587.00
Process [49] 	 87.00 		 2587.00 		 2674.00
Process [50] 	 44.00 		 2674.00 		 2718.00
Process [51] 	 75.00 		 2718.00 		 2793.00
Process [52] 	 48.00 		 2793.00 		 2841.00
Process [53] 	 18.00 		 2841.00 		 2859.00
Process [54] 	 45.00 		 2859.00 		 2904.00
Process [55] 	 75.00 		 2904.00 		 2979.00
Process [56] 	 94.00 		 2979.00 		 3073.00
Process [57] 	 48.00 		 3073.00 		 3121.00
Process [58] 	 57.00 		 3121.00 		 3178.00
Process [59] 	 14.00 		 3178.00 		 3192.00
Process [60] 	 69.00 		 3192.00 		 3261.00
Process [61] 	 31.00 		 3261.00 		 3292.00
Process [62] 	 18.00 		 3292.00 		 3310.00
Process [63] 	 62.00 		 3310.00 		 3372.00
Process [64] 	 34.00 		 3372.00 		 3406.00
Process [65] 	 52.00 		 3406.00 		 3458.00
Process [66] 	 96.00 		 3458.00 		 3554.00
Process [67] 	 18.00 		 3554.00 		 3572.00
Process [68] 	 36.00 		 3572.00 		 3608.00
Process [69] 	 27.00 		 3608.00 		 3635.00
Process [70] 	 80.00 		 3635.00 		 3715.00
Process [71] 	 10.00 		 3715.00 		 3725.00
Process [72] 	 79.00 		 3725.00 		 3804.00
Process [73] 	 47.00 		 3804.00 		 3851.00
Process [74] 	 27.00 		 3851.00 		 3878.00
Process [75] 	 55.00 		 3878.00 		 3933.00
Process [76] 	 90.00 		 3933.00 		 4023.00
Process [77] 	 16.00 		 4023.00 		 4039.00
Process [78] 	 30.00 		 4039.00 		 4069.00
Process [79] 	 67.00 		 4069.00 		 4136.00
Process [80] 	 33.00 		 4136.00 		 4169.00
Process [81] 	 21.00 		 4169.00 		 4190.00
Process [82] 	 71.00 		 4190.00 		 4261.00
Process [83] 	 28.00 		 4261.00 		 4289.00
Process [84] 	 97.00 		 4289.00 		 4386.00
Process [85] 	 62.00 		 4386.00 		 4448.00
Process [86] 	 95.00 		 4448.00 		 4543.00
Process [87] 	 48.00 		 4543.00 		 4591.00
Process [88] 	 97.00 		 4591.00 		 4688.00
Process [89] 	 23.00 		 4688.00 		 4711.00
Process [90] 	 33.00 		 4711.00 		 4744.00
Process [91] 	 27.00 		 4744.00 		 4771.00
Process [92] 	 67.00 		 4771.00 		 4838.00
Process [93] 	 54.00 		 4838.00 		 4892.00
Process [94] 	 84.00 		 4892.00 		 4976.00
Process [95] 	 86.00 		 4976.00 		 5062.00
Process [96] 	 88.00 		 5062.00 		 5150.00
Process [97] 	 75.00 		 5150.00 		 5225.00
Process [98] 	 16.00 		 5225.00 		 5241.00
Process [99] 	 68.00 		 5241.00 		 5309.00
Process [100] 	 48.00 		 5309.00 		 5357.00


Average Waiting Time = 2602.560000
Avgerage Turnaroud Time = 2656.130000


------------------------------------------------------------------------
Shortest Job First (Non-Preemptive) Algorithm

Process 	 Burst Time 	 Waiting Time 	 Turnaround Time

Process [1] 	 3.00 		 0.00 		 3.00
Process [28] 	 4.00 		 3.00 		 7.00
Process [19] 	 5.00 		 7.00 		 12.00
Process [44] 	 7.00 		 12.00 		 19.00
Process [4] 	 8.00 		 19.00 		 27.00
Process [21] 	 10.00 		 27.00 		 37.00
Process [45] 	 10.00 		 37.00 		 47.00
Process [71] 	 10.00 		 47.00 		 57.00
Process [59] 	 14.00 		 57.00 		 71.00
Process [30] 	 15.00 		 71.00 		 86.00
Process [17] 	 16.00 		 86.00 		 102.00
Process [77] 	 16.00 		 102.00 		 118.00
Process [98] 	 16.00 		 118.00 		 134.00
Process [53] 	 18.00 		 134.00 		 152.00
Process [62] 	 18.00 		 152.00 		 170.00
Process [67] 	 18.00 		 170.00 		 188.00
Process [37] 	 19.00 		 188.00 		 207.00
Process [81] 	 21.00 		 207.00 		 228.00
Process [89] 	 23.00 		 228.00 		 251.00
Process [27] 	 24.00 		 251.00 		 275.00
Process [15] 	 25.00 		 275.00 		 300.00
Process [69] 	 27.00 		 300.00 		 327.00
Process [74] 	 27.00 		 327.00 		 354.00
Process [91] 	 27.00 		 354.00 		 381.00
Process [83] 	 28.00 		 381.00 		 409.00
Process [20] 	 29.00 		 409.00 		 438.00
Process [7] 	 30.00 		 438.00 		 468.00
Process [78] 	 30.00 		 468.00 		 498.00
Process [61] 	 31.00 		 498.00 		 529.00
Process [2] 	 33.00 		 529.00 		 562.00
Process [80] 	 33.00 		 562.00 		 595.00
Process [90] 	 33.00 		 595.00 		 628.00
Process [64] 	 34.00 		 628.00 		 662.00
Process [68] 	 36.00 		 662.00 		 698.00
Process [34] 	 39.00 		 698.00 		 737.00
Process [8] 	 39.00 		 737.00 		 776.00
Process [12] 	 40.00 		 776.00 		 816.00
Process [50] 	 44.00 		 816.00 		 860.00
Process [54] 	 45.00 		 860.00 		 905.00
Process [24] 	 45.00 		 905.00 		 950.00
Process [73] 	 47.00 		 950.00 		 997.00
Process [13] 	 47.00 		 997.00 		 1044.00
Process [52] 	 48.00 		 1044.00 		 1092.00
Process [57] 	 48.00 		 1092.00 		 1140.00
Process [87] 	 48.00 		 1140.00 		 1188.00
Process [42] 	 48.00 		 1188.00 		 1236.00
Process [100] 	 48.00 		 1236.00 		 1284.00
Process [65] 	 52.00 		 1284.00 		 1336.00
Process [18] 	 54.00 		 1336.00 		 1390.00
Process [93] 	 54.00 		 1390.00 		 1444.00
Process [75] 	 55.00 		 1444.00 		 1499.00
Process [39] 	 57.00 		 1499.00 		 1556.00
Process [58] 	 57.00 		 1556.00 		 1613.00
Process [40] 	 57.00 		 1613.00 		 1670.00
Process [36] 	 60.00 		 1670.00 		 1730.00
Process [6] 	 62.00 		 1730.00 		 1792.00
