2
234	0	1
82	0	2
21	0	3
50	0	2
48	0	1
66	0	1
67	0	3
85	0	3
76	0	1
38	0	2
49	0	1
67	0	2
60	0	3
37	0	1
61	0	2
50	0	3
20	1	1
23	1	3
69	1	1
84	1	3
61	1	2
14	1	2
83	1	3
5	2	3
41	2	1
44	2	3
72	2	1
15	2	3
57	2	3
50	2	3
43	2	2
88	2	2
53	2	3
14	2	2
35	3	3
24	3	1
29	3	1
68	3	2
69	3	1
7	3	3
13	3	3
49	4	2
51	4	3
90	4	1
76	4	1
95	4	1
31	4	1
96	4	1
38	4	2
6	5	1
17	5	1
77	5	3
30	5	1
24	5	3
36	5	2
13	5	2
4	5	3
25	5	3
19	6	2
15	6	2
66	6	1
83	6	3
10	6	2
34	6	1
96	6	2
72	6	2
77	6	2
63	6	3
87	6	2
1	7	1
52	7	3
70	7	2
7	7	1
74	7	1
90	7	2
11	7	1
86	7	1
61	8	3
23	8	3
95	8	2
85	8	1
80	8	2
2	8	3
3	8	1
45	8	1
43	8	2
57	8	2
44	9	1
44	9	2
49	9	3
46	9	2
6	9	1
90	9	1
10	10	3
47	10	1
21	10	3
81	10	3
15	10	1
87	10	1
95	10	3
21	11	3
55	12	1
13	13	2
16	14	2
88	15	2
92	16	1
86	17	2
95	18	3
100	19	2
4	20	2
25	21	2
83	22	1
66	23	3
27	24	1
55	25	1
13	26	2
97	27	3
81	28	3
91	29	2
45	30	3
95	31	1
80	32	2
19	33	2
35	34	2
55	35	3
29	36	1
40	37	3
67	38	3
100	39	2
14	40	1
85	41	1
82	42	3
93	43	1
13	44	1
81	45	3
75	46	3
83	47	1
9	48	3
79	49	3
65	50	2
37	51	1
63	52	1
4	53	1
34	54	2
13	55	3
87	56	2
50	57	1
50	58	1
44	59	1
84	60	1
46	61	3
30	62	3
64	63	2
60	64	2
29	65	1
12	66	2
66	67	3
34	68	1
12	69	3
11	70	2
85	71	3
28	72	2
91	73	3
27	74	1
85	75	3
8	76	1
83	77	3
8	78	1
74	79	3
67	80	3
84	81	2
37	82	2
73	83	1
14	84	2
89	85	2
23	86	3
74	87	3
71	88	2
83	89	1
12	90	3
100	91	1
27	92	1
37	93	1
27	94	3
8	95	3
43	96	2
100	97	3
68	98	1
17	99	1
8	100	3
71	101	2
72	102	2
37	103	1
39	104	1
62	105	3
77	106	3
87	107	1
28	108	2
55	109	1
47	110	1
56	111	3
82	112	3
62	113	2
91	114	2
39	115	2
6	116	3
59	117	2
29	118	3
61	119	2
28	120	1
29	121	2
80	122	3
66	123	3
35	124	3
39	125	2
11	126	3
42	127	1
7	128	2
51	129	1
51	130	2
40	131	3
34	132	3
18	133	2
40	134	3
69	135	2
54	136	3
71	137	2
24	138	3
69	139	3
52	140	3
34	141	3
29	142	3
10	143	2
81	144	3
6	145	3
48	146	2
74	147	2
78	148	3
70	149	2
94	150	2
29	151	2
20	152	2
59	153	2
93	154	2
11	155	3
43	156	2
4	157	2
88	158	1
31	159	1
83	160	2
23	161	3
60	162	3
67	163	1
85	164	2
6	165	2
95	166	2
60	167	3
51	168	3
64	169	1
95	170	3
36	171	1
44	172	3
52	173	3
38	174	2
78	175	2
38	176	3
30	177	3
96	178	3
11	179	1
18	180	3
89	181	1
86	182	3
74	183	1
3	184	1
72	185	2
30	186	1
24	187	1
100	188	3
5	189	3
79	190	1
64	191	3
35	192	1
33	193	1
44	194	2
33	195	3
80	196	1
4	197	3
84	198	3
26	199	3
70	200	2
78	201	2
74	202	2
55	203	1
53	204	2
31	205	2
26	206	1
41	207	1
79	208	1
71	209	3
98	210	2
45	211	1
89	212	2
48	213	2
69	214	1
43	215	1
14	216	3
42	217	3
58	218	1
23	219	1
53	220	3
70	221	2
95	222	3
49	223	1
20	224	1
56	225	3
76	226	1
32	227	2
48	228	3
72	229	2
29	230	2
61	231	1
20	232	2
76	233	2
16	234	2
17	235	2
31	236	3
65	237	3
53	238	2
41	239	3
14	240	2
26	241	2
28	242	1
41	243	2
17	244	2
98	245	2
79	246	2
67	247	1
96	248	3
79	249	3
71	250	2
60	251	3
94	252	2
66	253	3
96	254	1
38	255	3
86	256	2
62	257	3
52	258	1
5	259	2
16	260	1
76	261	2
56	262	1
100	263	1
80	264	1
99	265	2
16	266	2
33	267	1
41	268	3
75	269	3
63	270	1
57	271	1
64	272	3
4	273	3
7	274	3
71	275	3
95	276	1
81	277	3
33	278	3
39	279	2
42	280	3
99	281	2
100	282	3
44	283	3
72	284	1
4	285	3
100	286	3
57	287	3
60	288	2
54	289	3
40	290	2
85	291	3
50	292	3
11	293	2
73	294	2
46	295	3
88	296	2
80	297	2
54	298	1
24	299	2
79	300	1
18	301	2
44	302	2
67	303	3
14	304	3
35	305	1
23	306	1
1	307	3
24	308	1
86	309	3
82	310	3
61	311	2
13	312	3
91	313	2
16	314	1
31	315	3
98	316	1
51	317	3
25	318	2
27	319	1
48	320	2
98	321	2
21	322	2
90	323	2
22	324	3
50	325	3
96	326	2
59	327	2
31	328	2
85	329	1
58	330	3
27	331	1
89	332	1
30	333	3
66	334	3
8	335	2
30	336	2
74	337	3
77	338	3
74	339	3
68	340	3
3	341	1
90	342	3
91	343	1
51	344	2
44	345	3
91	346	3
47	347	3
43	348	3
1	349	2
37	350	2
49	351	1
46	352	1
48	353	3
66	354	1
36	355	1
19	356	1
85	357	3
100	358	2
27	359	1
65	360	1
15	361	3
46	362	3
54	363	2
96	364	1
22	365	2
72	366	2
91	367	1
98	368	3
52	369	3
1	370	1
30	371	1
19	372	3
12	373	3
98	374	2
61	375	1
46	376	1
96	377	1
50	378	2
10	379	3
44	380	1
38	381	2
57	382	2
98	383	2
9	384	3
85	385	3
22	386	1
46	387	2
18	388	3
94	389	1
4	390	3
12	391	1
59	392	3
11	393	1
56	394	1
51	395	1
66	396	1
53	397	2
30	398	2
75	399	1
38	400	3
2	401	1
2	402	3
98	403	3
6	404	3
27	405	2
80	406	2
74	407	2
25	408	3
1	409	3
25	410	2
